,position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,price,type,address,open_state,hours,operating_hours,phone,website,service_options,thumbnail,description,unclaimed_listing,user_review
15,17,Restaurang Usagi,ChIJexie1Gb0T0YRx5GGhZvaTqI,0x464ff466d49e187b:0xa24eda9b858691c7,11695525643822731719,https://serpapi.com/search.json?data_id=0x464ff466d49e187b%3A0xa24eda9b858691c7&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff466d49e187b%3A0xa24eda9b858691c7&engine=google_maps_photos&hl=sv,"{'latitude': 57.7301636, 'longitude': 12.0125151}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff466d49e187b%3A0xa24eda9b858691c7%218m2%213d57.7301636%214d12.0125151&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,3.7,291.0,$$,Japansk restaurang,"Brahegatan 8, 415 01 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'torsdag': '11–01', 'fredag': '11–01', 'lördag': '11–01', 'söndag': '11–01', 'måndag': '11–01', 'tisdag': '11–01', 'onsdag': '11–01'}",+46 31 21 69 93,,"{'servering': True, 'hämtning_utanför': True, 'kontaktfri_leverans': True}",https://lh5.googleusercontent.com/p/AF1QipMoBhLRgkhjH3LIH9xdYM9A9fwzHRBrC-Zwm0Bn=w122-h92-k-no,,,
16,18,New Delhi,ChIJ8S6KHWzzT0YRbxAVxrJk16A,0x464ff36c1d8a2ef1:0xa0d764b2c615106f,11589842885051486319,https://serpapi.com/search.json?data_id=0x464ff36c1d8a2ef1%3A0xa0d764b2c615106f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36c1d8a2ef1%3A0xa0d764b2c615106f&engine=google_maps_photos&hl=sv,"{'latitude': 57.6979307, 'longitude': 11.963561499999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36c1d8a2ef1%3A0xa0d764b2c615106f%218m2%213d57.6979307%214d11.963561499999999&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.0,472.0,$,Indisk restaurang,"Vasagatan 4, 411 24 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–22', 'fredag': '11–23', 'lördag': '12–23', 'söndag': '13–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 13 18 78,http://newdelhigbg.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipM7hBOPNcnr7l3B8_F2aFLIavdD5m9_YxtdCunT=w122-h92-k-no,,,
17,19,Taverna Sagapo,ChIJhbP6GzLzT0YRuGapiSsN6QI,0x464ff3321bfab385:0x2e90d2b89a966b8,209713338293774008,https://serpapi.com/search.json?data_id=0x464ff3321bfab385%3A0x2e90d2b89a966b8&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3321bfab385%3A0x2e90d2b89a966b8&engine=google_maps_photos&hl=sv,"{'latitude': 57.7064197, 'longitude': 12.0250722}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3321bfab385%3A0x2e90d2b89a966b8%218m2%213d57.7064197%214d12.0250722&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.3,14.0,,Restaurang,"Wingårdsgatan 11B, 416 54 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 15 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 15 på fre,"{'torsdag': '17–22', 'fredag': '15–23', 'lördag': '14–23', 'söndag': '14–22', 'måndag': '17–22', 'tisdag': '17–22', 'onsdag': '17–22'}",+46 31 21 11 44,,"{'servering': True, 'avhämtning': True, 'kontaktfri_leverans': True}",https://lh5.googleusercontent.com/p/AF1QipPcdH7Ow7dWIB3klopukY1AUVz2p_cHxzXRF1tP=w80-h106-k-no,,,
18,20,Tapasbaren,ChIJPUWWEjLzT0YREa6HhxHE0S8,0x464ff3321296453d:0x2fd1c4118787ae11,3445750769482444305,https://serpapi.com/search.json?data_id=0x464ff3321296453d%3A0x2fd1c4118787ae11&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3321296453d%3A0x2fd1c4118787ae11&engine=google_maps_photos&hl=sv,"{'latitude': 57.6855796, 'longitude': 11.9183072}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3321296453d%3A0x2fd1c4118787ae11%218m2%213d57.6855796%214d11.9183072&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.4,372.0,$$,Tapasbar,"Mariagatan 17, 414 71 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'torsdag': '17–01', 'fredag': '17–01', 'lördag': '15–01', 'söndag': '17–01', 'måndag': '17–01', 'tisdag': '17–01', 'onsdag': '17–01'}",+46 31 42 42 11,http://tapasbaren.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMZTNBQuHTZYJ44_6fL-UG5SzXA1P0WKKEKcDdL=w138-h92-k-no,,,
19,21,Restaurang Ullevigatan,ChIJjUU7-XvzT0YRLhZEbqKDvFY,0x464ff37bf93b458d:0x56bc83a26e44162e,6250015116541302318,https://serpapi.com/search.json?data_id=0x464ff37bf93b458d%3A0x56bc83a26e44162e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37bf93b458d%3A0x56bc83a26e44162e&engine=google_maps_photos&hl=sv,"{'latitude': 57.706616, 'longitude': 11.9838303}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37bf93b458d%3A0x56bc83a26e44162e%218m2%213d57.706616%214d11.9838303&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.0,126.0,$$,Lunchrestaurang,"Ullevigatan 17-19, 411 40 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 10:45,Stängt ⋅ Öppnar fre kl. 10:45,"{'torsdag': '10:45–14', 'fredag': '10:45–14', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '10:45–14', 'tisdag': '10:45–14', 'onsdag': '10:45–14'}",+46 10 250 60 60,http://www.ullevigatan.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOSb_hfilzAMiJXNtCwOevuhmDQvgK85qvn238b=w163-h92-k-no,,True,
0,1,Lucky Sushi,ChIJu24tZ6_0T0YRGGac4xFvyGY,0x464ff4af672d6ebb:0x66c86f11e39c6618,7406291709834585624,https://serpapi.com/search.json?data_id=0x464ff4af672d6ebb%3A0x66c86f11e39c6618&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff4af672d6ebb%3A0x66c86f11e39c6618&engine=google_maps_photos&hl=sv,"{'latitude': 57.7239015, 'longitude': 11.946727899999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff4af672d6ebb%3A0x66c86f11e39c6618%218m2%213d57.7239015%214d11.946727899999999&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.4,148.0,$$,Restaurang,"Gamla Tuvevägen 20, 417 05 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20', 'fredag': '11–20', 'lördag': '12–20', 'söndag': '12–20', 'måndag': 'Stängt', 'tisdag': '11–20', 'onsdag': '11–20'}",+46 31 23 43 83,https://www.luckysushi.info/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipOaJUovLWQSi3PWOx-TXEDqaLdgez3_rQ3FxyZW=w163-h92-k-no,,,
1,2,Geisha Sushi & Wok,ChIJWVfr1BTzT0YRK5RS7WdlaMM,0x464ff314d4eb5759:0xc3686567ed52942b,14080615732011504683,https://serpapi.com/search.json?data_id=0x464ff314d4eb5759%3A0xc3686567ed52942b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff314d4eb5759%3A0xc3686567ed52942b&engine=google_maps_photos&hl=sv,"{'latitude': 57.6926652, 'longitude': 11.9554408}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff314d4eb5759%3A0xc3686567ed52942b%218m2%213d57.6926652%214d11.9554408&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.6,406.0,$$,Sushirestaurang,"Nordenskiöldsgatan 1, 413 09 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–21', 'fredag': '11–21', 'lördag': '11:30–21', 'söndag': '11:30–21', 'måndag': 'Stängt', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 13 82 45,https://geishasushi.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipNAkQ82r9cBBHI3rsiOzY7NHYC9iXzFHT_J318-=w163-h92-k-no,"Mysig japansk restaurang med terrass. Informell restaurang med japansk mat, sushi och fusionrätter samt uteservering.",,
2,3,Restaurang Wing Wah,ChIJMRV1_pzzT0YR29V9w0jrkJ4,0x464ff39cfe751531:0x9e90eb48c37dd5db,11425890952388924891,https://serpapi.com/search.json?data_id=0x464ff39cfe751531%3A0x9e90eb48c37dd5db&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39cfe751531%3A0x9e90eb48c37dd5db&engine=google_maps_photos&hl=sv,"{'latitude': 57.6981664, 'longitude': 11.992999099999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39cfe751531%3A0x9e90eb48c37dd5db%218m2%213d57.6981664%214d11.992999099999999&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,3.7,213.0,,Familjerestaurang,"Åvägen 42, 412 51 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–21', 'fredag': '11–21', 'lördag': '11–21', 'söndag': '11–21', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 40 95 18,https://restauranger.info/wing-wah-garda/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipMI1p9E8_ktHONuyyB97jKsB17jTZCgOgpKyBpw=w163-h92-k-no,,,
3,4,O'Learys Avenyn,ChIJe3fgF3DzT0YRHX-Sb95HFlM,0x464ff37017e0777b:0x531647de6f927f1d,5987051775315836701,https://serpapi.com/search.json?data_id=0x464ff37017e0777b%3A0x531647de6f927f1d&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37017e0777b%3A0x531647de6f927f1d&engine=google_maps_photos&hl=sv,"{'latitude': 57.7011111, 'longitude': 11.9733333}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37017e0777b%3A0x531647de6f927f1d%218m2%213d57.7011111%214d11.9733333&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,3.8,1337.0,$$,Sportbar,"Kungsportsavenyen 9, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '11:30–23', 'fredag': '11:30–00', 'lördag': '12–00', 'söndag': '12–23', 'måndag': '16–23', 'tisdag': '16–23', 'onsdag': '11:30–23'}",+46 31 730 49 00,https://olearys.se/goteborg-avenyn/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipPtuIDwn7toajSSD0vhOCriBWZaigQgHuejAC_c=w138-h92-k-no,,,
4,5,Okinawa sushi,ChIJiaeol6j0T0YRVNUuhJfYhAs,0x464ff4a897a8a789:0xb84d897842ed554,830026376612336980,https://serpapi.com/search.json?data_id=0x464ff4a897a8a789%3A0xb84d897842ed554&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff4a897a8a789%3A0xb84d897842ed554&engine=google_maps_photos&hl=sv,"{'latitude': 57.7209648, 'longitude': 11.9443944}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff4a897a8a789%3A0xb84d897842ed554%218m2%213d57.7209648%214d11.9443944&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.1,208.0,,Sushirestaurang,"Kville Saluhall, Gustaf Dalénsgatan 2, 417 05 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–21', 'fredag': '11–21', 'lördag': '11–21', 'söndag': 'Stängt', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 21 66 68,http://www.okinawas.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipPMuNvkgyRrnEWjnGg_ncxXh7S0fSm0gk5h6E2q=w80-h106-k-no,,,
5,6,Café Anatomen,ChIJ-87JpBHzT0YRB6Q8L1OBHK4,0x464ff311a4c9cefb:0xae1c81532f3ca407,12546044856222131207,https://serpapi.com/search.json?data_id=0x464ff311a4c9cefb%3A0xae1c81532f3ca407&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff311a4c9cefb%3A0xae1c81532f3ca407&engine=google_maps_photos&hl=sv,"{'latitude': 57.6850369, 'longitude': 11.961242799999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff311a4c9cefb%3A0xae1c81532f3ca407%218m2%213d57.6850369%214d11.961242799999999&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,3.0,19.0,,Lunchrestaurang,"Medicinaregatan 3A, 413 90 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 07:45,Stängt ⋅ Öppnar fre kl. 07:45,"{'torsdag': '07:45–16', 'fredag': '07:45–15:30', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '07:45–16', 'tisdag': '07:45–16', 'onsdag': '07:45–16'}",,,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPY18td-6vWRM92TRKVaEtmUnZKC44yeHpMhFVW=w122-h92-k-no,,,
6,7,Deli and Coffee,ChIJb9LbnGXzT0YRVAgDbeW18tg,0x464ff3659cdbd26f:0xd8f2b5e56d030854,15632757253537466452,https://serpapi.com/search.json?data_id=0x464ff3659cdbd26f%3A0xd8f2b5e56d030854&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3659cdbd26f%3A0xd8f2b5e56d030854&engine=google_maps_photos&hl=sv,"{'latitude': 57.7037884, 'longitude': 11.968629199999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3659cdbd26f%3A0xd8f2b5e56d030854%218m2%213d57.7037884%214d11.968629199999999&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.1,134.0,,Salladsbar,"Kungstorget 12, 411 10 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–17:30', 'fredag': '11–17:30', 'lördag': '11–16', 'söndag': '12–16', 'måndag': '11–17:30', 'tisdag': '11–17:30', 'onsdag': '11–17:30'}",+46 31 13 10 02,http://www.deliandcoffee.com/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipM7DPLiXcu_aqj72xnRCLt-6tTiVOrHuXKC6Wgk=w163-h92-k-no,,True,
7,8,MAX Burgers,ChIJW3kOutvzT0YR3k2M3hYfZT0,0x464ff3dbba0e795b:0x3d651f16de8c4dde,4423976392044858846,https://serpapi.com/search.json?data_id=0x464ff3dbba0e795b%3A0x3d651f16de8c4dde&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3dbba0e795b%3A0x3d651f16de8c4dde&engine=google_maps_photos&hl=sv,"{'latitude': 57.7072678, 'longitude': 11.968867999999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3dbba0e795b%3A0x3d651f16de8c4dde%218m2%213d57.7072678%214d11.968867999999999&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,3.7,544.0,$$,Hamburgerrestaurang,"Norra Hamngatan 20, 411 06 Göteborg, Sverige",Öppet ⋅ Stänger 02,Öppet ⋅ Stänger 02,"{'torsdag': '09–02', 'fredag': '09–05', 'lördag': '09–05', 'söndag': '09–02', 'måndag': '09–02', 'tisdag': '09–02', 'onsdag': '09–02'}",+46 31 44 14 40,https://www.max.se/hitta-max/restauranger/goteborg-nordstan/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipOYZKLa1QoeYj2br1r1LJv9jdwO6QeEbEXa636w=w163-h92-k-no,,,
8,9,Latteria,ChIJnS2Oa2bzT0YRjqpvEcy15Q4,0x464ff3666b8e2d9d:0xee5b5cc116faa8e,1073463974268217998,https://serpapi.com/search.json?data_id=0x464ff3666b8e2d9d%3A0xee5b5cc116faa8e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3666b8e2d9d%3A0xee5b5cc116faa8e&engine=google_maps_photos&hl=sv,"{'latitude': 57.7052759, 'longitude': 11.9635748}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3666b8e2d9d%3A0xee5b5cc116faa8e%218m2%213d57.7052759%214d11.9635748&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.3,113.0,,Kafé,"Västra Hamngatan 6, 411 17 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 07:30,Stängt ⋅ Öppnar fre kl. 07:30,"{'torsdag': '07:30–18:15', 'fredag': '07:30–18:15', 'lördag': '08:30–17:30', 'söndag': 'Stängt', 'måndag': '07:30–18:15', 'tisdag': '07:30–18:15', 'onsdag': '07:30–18:15'}",+46 31 13 12 22,https://www.facebook.com/Latteriaiantikhallarna/?rf=399459606800028,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMS_g3rCR0f1yM08ztuBpWMyznhYYlw_CdNlCJC=w163-h92-k-no,,,
9,10,Kök & Bar i Göteborg AB,ChIJVVVVQW_zT0YRmORmGCR45Lg,0x464ff36f41555555:0xb8e478241866e498,13322905694092321944,https://serpapi.com/search.json?data_id=0x464ff36f41555555%3A0xb8e478241866e498&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36f41555555%3A0xb8e478241866e498&engine=google_maps_photos&hl=sv,"{'latitude': 57.7033316, 'longitude': 11.9677021}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36f41555555%3A0xb8e478241866e498%218m2%213d57.7033316%214d11.9677021&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,3.9,19.0,,Bar och grill,"Kungstorget 17, 411 10 Göteborg, Sverige",,,,+46 73 780 69 58,,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPskzw6t-qBUoUllRXlDw_XBsgzLQfO2kDIR106=w122-h92-k-no,,True,
10,11,Mat och Potatis i Göteborg,ChIJ-XxNI_r0T0YRVYYhcz5f4GU,0x464ff4fa234d7cf9:0x65e05f3e73218655,7340972114438096469,https://serpapi.com/search.json?data_id=0x464ff4fa234d7cf9%3A0x65e05f3e73218655&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff4fa234d7cf9%3A0x65e05f3e73218655&engine=google_maps_photos&hl=sv,"{'latitude': 57.7476949, 'longitude': 12.0016331}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff4fa234d7cf9%3A0x65e05f3e73218655%218m2%213d57.7476949%214d12.0016331&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.0,461.0,$$,Lunchrestaurang,"Backa Bergögata 18, 422 46 Hisings Backa, Sverige",Stängt ⋅ Öppnar fre kl. 09,Stängt ⋅ Öppnar fre kl. 09,"{'torsdag': '09–14', 'fredag': '09–14', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '09–14', 'tisdag': '09–14', 'onsdag': '09–14'}",+46 31 58 96 50,https://matopotatis.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNhnY8bbwIaJelVJskcNgmFYCd9YwehlZatFgem=w138-h92-k-no,,,
11,12,Yoshi sushi,ChIJe7zOJGvzT0YRHTDAIhLUzNQ,0x464ff36b24cebc7b:0xd4ccd41222c0301d,15333864005647216669,https://serpapi.com/search.json?data_id=0x464ff36b24cebc7b%3A0xd4ccd41222c0301d&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36b24cebc7b%3A0xd4ccd41222c0301d&engine=google_maps_photos&hl=sv,"{'latitude': 57.6936714, 'longitude': 11.9565782}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36b24cebc7b%3A0xd4ccd41222c0301d%218m2%213d57.6936714%214d11.9565782&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.6,169.0,,Sushirestaurang,"Övre Husargatan 17, 413 14 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20:30', 'fredag': '11–20:30', 'lördag': '12–20:30', 'söndag': '12–20:30', 'måndag': '11–20:30', 'tisdag': '11–20:30', 'onsdag': '11–20:30'}",+46 31 13 60 07,http://www.yoshisushi.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipM2Tt6OzKWFX5HT_3W3R_WqGMUJR8B8LRisRTJI=w80-h93-k-no,,,
12,13,J.A. Pripps,ChIJLxoVhQzzT0YRC7c0h4_v16c,0x464ff30c85151a2f:0xa7d7ef8f8734b70b,12094398724054497035,https://serpapi.com/search.json?data_id=0x464ff30c85151a2f%3A0xa7d7ef8f8734b70b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff30c85151a2f%3A0xa7d7ef8f8734b70b&engine=google_maps_photos&hl=sv,"{'latitude': 57.6888575, 'longitude': 11.9745893}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff30c85151a2f%3A0xa7d7ef8f8734b70b%218m2%213d57.6888575%214d11.9745893&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.3,314.0,$,Bar,"Sven Hultins gata 4, 412 58 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–22', 'fredag': '11–23', 'lördag': '15–22', 'söndag': 'Stängt', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 772 39 50,http://www.chalmerskonferens.se/restauranger/johanneberg/j-a-pripps-pub-cafe/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMcGpTfDQI5y1-Oa6jC9vFxEsrkzNj1ipw9b6ZD=w163-h92-k-no,,,
13,14,Röda Sten Restaurang,ChIJg7teV8WNT0YRTN37ZQPNrCM,0x464f8dc5575ebb83:0x23accd0365fbdd4c,2570654901801311564,https://serpapi.com/search.json?data_id=0x464f8dc5575ebb83%3A0x23accd0365fbdd4c&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464f8dc5575ebb83%3A0x23accd0365fbdd4c&engine=google_maps_photos&hl=sv,"{'latitude': 57.6891544, 'longitude': 11.9013504}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464f8dc5575ebb83%3A0x23accd0365fbdd4c%218m2%213d57.6891544%214d11.9013504&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.3,1343.0,,Restaurang,"Röda Sten 1, 414 51 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11:30,Stängt ⋅ Öppnar fre kl. 11:30,"{'torsdag': '11:30–15', 'fredag': '11:30–15', 'lördag': '12–17', 'söndag': '12–17', 'måndag': '11:30–15', 'tisdag': '11:30–15', 'onsdag': '11:30–15'}",+46 31 12 00 12,http://rrs.nu/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipNcVViuZPpIA9QZKuxjrpRyHtZDun42aTAIOS9-=w163-h92-k-no,,,
14,15,Spikat Burgers Göteborg,ChIJ9XIsBkHzT0YR5aA2a2Ypiww,0x464ff341062c72f5:0xc8b29666b36a0e5,903861670080061669,https://serpapi.com/search.json?data_id=0x464ff341062c72f5%3A0xc8b29666b36a0e5&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff341062c72f5%3A0xc8b29666b36a0e5&engine=google_maps_photos&hl=sv,"{'latitude': 57.695644699999995, 'longitude': 11.9230989}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff341062c72f5%3A0xc8b29666b36a0e5%218m2%213d57.695644699999995%214d11.9230989&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.2,124.0,,Hamburgerrestaurang,"Karl Johansgatan 58, 414 56 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '11–00', 'fredag': '11–00', 'lördag': '12–00', 'söndag': '12–00', 'måndag': '11–00', 'tisdag': '11–00', 'onsdag': '11–00'}",+46 76 591 43 03,http://instagram.com/spikatgbg,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNrJjjyIPTEKV7DySNHNec-DuZYkngOuyCWZPtm=w91-h92-k-no,,,
15,16,MAX Burgers,ChIJJdwRH5zzT0YRMkZhUXDVU50,0x464ff39c1f11dc25:0x9d53d57051614632,11336639365400053298,https://serpapi.com/search.json?data_id=0x464ff39c1f11dc25%3A0x9d53d57051614632&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39c1f11dc25%3A0x9d53d57051614632&engine=google_maps_photos&hl=sv,"{'latitude': 57.695150999999996, 'longitude': 11.994064}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39c1f11dc25%3A0x9d53d57051614632%218m2%213d57.695150999999996%214d11.994064&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,3.4,842.0,$$,Restaurang,"Örgrytevägen 5, 412 51 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 12 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 12 på fre,"{'torsdag': '12–22', 'fredag': '12–22', 'lördag': '12–22', 'söndag': '12–22', 'måndag': '12–22', 'tisdag': '12–22', 'onsdag': '12–22'}",+46 31 40 01 00,http://www.max.se/sv/Hitta-Max/Restauranger/goteborg-liseberg-storgatan?utm_source=Google&utm_medium=local&utm_campaign=yext&utm_content=12954,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNjPfbRe-U3BNKA-KZQkQ8AwBSKlN7ET5OOEKiF=w122-h92-k-no,,,
